president,sentence
macri,Y además lo que es muy importante también: para poner en marcha esto va a haber que diseñar que construir que transportar que instalar paneles solares molinos de viento equipamiento de todo tipo y eso va a generar miles y miles de puestos de trabajo y después cuando tengamos esa energía disponible esa energía va  a alimentar nuevas fábricas una peluquería un almacén y – de vuelta – vamos a tener la posibilidad de generar más trabajo que es el camino que nos hemos comprometido para lograr reducir la pobreza y entre todos generar oportunidades de progreso a todos los argentinos.
macri,Así que creo que esto que hemos hecho es innovador; esto que hemos hecho tiene que ver con demostrar que podemos realmente ser protagonistas de este siglo XXI llenos de desafíos siendo parte de las cosas innovadoras.
macri,Y esto es realmente tomar un liderazgo en los temas de las energías renovables.
macri,Así que gracias a todos los felicito a todos acá que van a firmar el contrato; felicito al ministro y a todo su equipo por la tarea realizada y esperemos que – en unos años – podamos decir con orgullo que la Argentina es uno de los grandes generadores de energía a partir de los recursos renovables demostrando que nuestro país vuelve a liderar en muchas cosas como lo ha hecho históricamente.
macri,Gracias a todos.
macri,Buenos días.
macri,Gracias por venir a esta casa que hace quince meses está abierta permanentemente para todos los argentinos para que podamos dialogar construir escucharnos tratar de encontrar cuál es el mejor camino para salir adelante desde el respeto desde la humildad y desde saber que si mejoramos todos los días nos va a ir mejor que es un poco lo que se manifestó ayer que fue un día de mucha emoción para todos aquellos que creemos en que merecemos un futuro mejor.
macri,Y en este día fundamentalmente que hayan venido acá a compartir este día de recuerdo un día tan doloroso y claramente mucho más doloroso que por un territorio perdido es por todos esos miles de combatientes de argentinos que fueron a defender lo que es nuestro los 649 que hoy  no están acá y ustedes son parientes otros fueron compañeros saben de lo que estamos hablando y eso es un dolor muy profundo.
macri,Y yo quiero también aclararles para alguno que tenga alguna duda que en este camino que la Argentina emprendió de reconciliarse con el mundo y acá está nuestra Canciller que dialoga y transmite que los argentinos nos sentimos parte del mundo que sentimos que tenemos mucho para aportarle al resto del mundo nos consideramos gente valiosa y como país puesto a trabajar en el camino correcto como sentimos que hoy estamos vamos a ayudar a resolver parte de los problemas globales.
macri,Además creemos que con ese mayor diálogo con ese mayor nivel de relación con el mundo eso va a facilitar que nuestro reclamo que es irrenunciable tenga realmente cabida.
macri,En eso estamos trabajando y a eso estamos apostando.
macri,Esta mañana quise hablar un poco con Osvaldo Ardiles porque vi el documental de él que habla de esto de su primo que fue el primer piloto caído en Malvinas y la verdad que fue muy interesante verlo desde la perspectiva de él que era un ídolo de un club de fútbol inglés y de golpe se ve en el medio de una guerra inesperada y a partir de ese momento tardó mucho en volverse a sentir bien en alguno de los dos lugares porque se sentía mal cuando estaba en la Argentina y se sentía mal cuando estaba Inglaterra y apostó en ese documental a plantear la importancia de la reconciliación y de que nunca más una guerra porque la guerra te deja estas cosas que nada las cura ni para los parientes ni para un país ni para los que tuvieron que dar la guerra en forma personal.
macri,Son experiencias muy traumáticas para toda la sociedad.
macri,Gracias nuevamente.
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN EL ACTO DE ANUNCIO DE LA DECLARACIÓN DE LA ISLA DE LOS ESTADOS -TIERRA DEL FUEGO- COMO RESERVA NATURAL SILVESTRE EN EL CCK Buenos días.
macri,Me aclararon cuando entré que hace calor por el sol porque no está prendida la calefacción -ya vamos mejorando-.
macri,Querida Gobernadora Ministro de Medioambiente Ministro de Defensa -en representación de la Armada que tiene un protagonismo muy importante- Jefe de Gabinete que ha sido uno de los impulsores de este proyecto desde el primer día -como dijo la Gobernadora- Parques Nacionales amigos de la Reserva todas las organizaciones que batallan por el cuidado y la mejora del medioambiente.
macri,Dicen que la Isla de los Estados es un lugar único no he tenido la oportunidad de visitarlo pero todo el mundo habla de ese lugar con una visión casi mágica.
macri,Está  al sur de Tierra del Fuego y tiene además espejos de agua dulce cascadas bosques frondosos montañas y me dicen además que tiene mucha vida: colonias de lobos elefantes marinos pingüinos además de aves y plantas de todo tipo.
macri,Debe ser un lugar realmente increíble.
macri,Y estamos acá porque en la campaña nos comprometimos a aumentar las áreas protegidas en nuestro querido país como parte de todos los aportes que queremos hacer al cuidado mundial del medioambiente.
macri,Y justamente hoy estamos junto a la Gobernadora anunciando que la Isla de los Estados se transforma una reserva natural silvestre justamente en línea con este compromiso con las futuras generaciones que hemos asumido en el país.
macri,Espero que el gobierno de Tierra del Fuego junto a Parques Nacionales y a la supervisión logística de la Armada cuiden este Parque maravilloso que creo va a sorprender a todos aquellos que tengan la oportunidad de ir a visitarlo.
macri,Y aparte de cumplir con este deber de cuidar la biodiversidad que Juan Carlos Chébez hace mucho tiempo atrás ya lo planteó como una meta va también a incentivar a otra fuente adicional de empleo que esta industria sin chimenea que es la industria del turismo con el Ministro de Turismo estamos comprometidos a poner en valor ya todos los parques nacionales que tenemos que son increíbles y hacerlos más conocidos al mundo y que ese atractivo redunde en que más gente nos visite más gente se enamore de nuestro país de nuestra gente que realmente tenemos con qué enamorarlos.
macri,Así que feliz de esto feliz de lo que estamos logrando todos juntos que estoy seguro que no es el último sino que tenemos otras ideas y otras propuestas para ir en esta dirección pero con esta claramente también vamos a poner en valor ese libro de Julio Verne de la historia del fin del mundo este es “El faro del fin del mundo” él decía que se inspiró en esta Isla creo que también va a ser un lindo recuerdo para aquel que tanto nos aportó también.
macri,Así que gracias a todos por el trabajo hecho a cuidar lo que estamos lanzando creo que realmente es algo muy valioso y muy en línea con uno de los principales compromisos que tenemos que asumir entre todos los habitantes del mundo del que la Argentina no puede estar afuera como ya se ha comprometido en la última Cumbre de Cambio Climático en París.
macri,Gracias y a seguir trabajando.
macri,(APLAUSOS)
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN LA PRESENTACIÓN DEL PLAN NACIONAL DE ACCIONES SOBRE DERECHOS HUMANOS EN EL MUSEO DE CASA ROSADA Buenos días a todos.
macri,Ya pasaron dos años desde ese día que pusimos manos a la obra y empezamos a construir esa Argentina que tanto soñábamos una Argentina grande llena de oportunidades; una Argentina justa que no dejara a nadie atrás en la que cada argentino tuviera la posibilidad de crecer y desarrollarse.
macri,Los argentinos entendimos que para hacer la realidad para pasar del sueño a lo concreto teníamos que trabajar juntos.
macri,En ese camino estamos avanzando logrando consensos sin dejar de lado nuestras diferencias pero entendiendo que en la diversidad crecen las ideas y que si nos ponemos de acuerdo podemos lograr que a todos nos vaya mejor a todos.
macri,Hoy estoy acá porque creo en un Estado que genere las condiciones para que cada persona viva donde viva tenga la edad que tenga pueda elegir cómo vivir pueda desarrollarse en libertad.
macri,Creo en el enorme potencial igualador de la educación; creo en el poder del diálogo y en la fuerza de los argentinos; y creo que la pobreza es inaceptable sí es inaceptable.
macri,Hoy estamos dando un paso histórico como decía Claudio presentamos el primer Plan Nacional de Acción en Derechos Humanos del Estado argentino; como también dijo Claudio una hoja de ruta para un nuevo paradigma que es el resultado de escuchar ideas y recomendaciones de organizaciones de la sociedad civil organismos internacionales y comités que se especializan en la materia y que nos va a guiar hacia las metas que queremos alcanzar para hacer esa Argentina de la que les hablo.
macri,Son 243 compromisos prioritarios una política de Estado que forma parte de los 100 objetivos prioritarios de este Gobierno que enfrenta los desafíos de esta era a través de toda las áreas y está en consonancia con los tres ejes principales de nuestra gestión: reducir la pobreza combatir el narcotráfico y unir a los argentinos.
